Short Item No,Business Unit,"Location ",Lot Serial Number,Primary Location,Lot Stat Code,Quantity On Hand,Quantity Backordered,Quantity On P.O.,Quantity On WO/RC,Quantity On other 1,Quantity On Other 2,Quantity on Other PO,Quantity Hard Committed,Qty Soft Committed,Quantity On Future,WO Soft Commit,Qty Hard Committed WO,Quantity In Transit,Quantity In Inspection,Quantity In Operation 1,Quantity In Operation 2,Last Rcpt Date,Secondary Quantity Hard Committed,Secondary Quantity Soft Committed,Secondary Quantity On Hand,Secondary Quantity On WO/RC,Secondary Quantity On Purchase Order,Secondary WO Hard Committed,Secondary WO Soft Commit,Quantity on Project Hard Commit,Quantity on Project Hard Commit,Unique Configuration ID
14021,"         901",F00F01,755033,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
14021,"         901",F00F01,755040,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
14021,"         901",FGOF,746832,S,,24,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
14021,"         901",SHIPDOCK,746819,S,,20,,,,,,,,,,,,,,,,12/29/2022,,,,,,,,,,
14021,"         901",TM03,747014,S,,30,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
14116,"         901",FGPARTIALS,591231,S,,8,,,,,,,,,,,,,,,,06/29/2022,,,,,,,,,,
14141,"         901",F00D04,727741,S,,30,,,,,,,,,,,,,,,,11/09/2022,,,,,,,,,,
14141,"         901",F00I03,726481,S,,30,,,,,,,,,,,,,,,,11/07/2022,,,,,,,,,,
14141,"         901",F00I03,726504,S,,30,,,,,,,,,,,,,,,,11/07/2022,,,,,,,,,,
14141,"         901",F00I03,726510,S,,30,,,,,,,,,,,,,,,,11/07/2022,,,,,,,,,,
14141,"         901",FP012,707034V,S,,12,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
14141,"         901",SERVICE,693182,S,,2,,,,,,,,,,,,,,,,11/03/2022,,,,,,,,,,
14241,"         901",F0OO01,759237,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
14241,"         901",F0OO01,759247,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
14241,"         901",F0OO01,759267,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
14241,"         901",F0OO01,759282,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
14241,"         901",FGOF,759290,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
14241,"         901",FGPARTIALS,702464,S,,32,,,,,,,,,,,,,,,,10/01/2022,,,,,,,,,,
14241,"         901",FP015,683980M,S,,18,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
14241,"         901",SERVICE,683626,S,,21,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
14241,"         901",SHIPDOCK,759200,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
14241,"         901",SHIPDOCK,759209,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
14241,"         901",SHIPDOCK,759224,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
14242,"         901",F0MM04,743456,S,,60,,,,,,,,,,,,,,,,12/05/2022,,,,,,,,,,
14242,"         901",F0OO06,760603,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
14242,"         901",F0OO06,760623,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
14242,"         901",F0OO06,760636,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
14242,"         901",F0OO06,760649,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
14242,"         901",F0OO06,760674,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
14242,"         901",F0OO06,760687,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
14242,"         901",F0OO06,760692,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
14242,"         901",F0OO06,760710,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
14242,"         901",F0OO06,760735,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
14242,"         901",F0OO06,760792,S,,60,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
14242,"         901",F0OO06,760802,S,,60,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
14242,"         901",F0SS05,760813,S,,60,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
14242,"         901",F0SS05,760831,S,,60,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
14242,"         901",F0SS05,760839,S,,60,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
14242,"         901",F0SS05,760859,S,,60,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
14242,"         901",F0SS05,760878,S,,60,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
14242,"         901",F0SS05,760912,S,,60,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
14242,"         901",SERVICE,671945,S,,28,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
14242,"         901",SHIPDOCK,705464,S,,21,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
14242,"         901",SHIPDOCK,740823,S,,60,,,,,,,,,,,,,,,,12/01/2022,,,,,,,,,,
14242,"         901",SHIPDOCK,740908,S,,60,,,,,,,,,,,,,,,,12/01/2022,,,,,,,,,,
14242,"         901",SHIPDOCK,743256,S,,60,,,,,,,,,,,,,,,,12/05/2022,,,,,,,,,,
14243,"         901",FGPAINT,276009,S,,25,,,,,,,,,,,,,,,,08/26/2022,,,,,,,,,,
14243,"         901",FGPAINT,710922,S,,60,,,,,,,,,,,,,,,,10/13/2022,,,,,,,,,,
14243,"         901",PP015,484885,S,,38,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
14244,"         901",FGPAINT,276090,S,,34,,,,,,,,,,,,,,,,05/03/2021,,,,,,,,,,
14244,"         901",FGPAINT,711022,S,,60,,,,,,,,,,,,,,,,10/14/2022,,,,,,,,,,
14244,"         901",PP014,485267,S,,30,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
14494,"         901",F0II05,694270,S,,60,,,,,,,,,,,,,,,,09/19/2022,,,,,,,,,,
14494,"         901",FP038,696767JJ,S,,2,,,,,,,,,,,,,,,,10/17/2022,,,,,,,,,,
14494,"         901",SERVICE,697308,S,,46,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
14496,"         901",FGPAINT,591599,S,,60,,,,,,,,,,,,,,,,03/18/2022,,,,,,,,,,
14496,"         901",PP028,591600,S,,21,,,,,,,,,,,,,,,,08/02/2022,,,,,,,,,,
14591,"         901",TM01,202209291189,S,,138,,,,,,,,,,,,,,,,01/19/2022,,,,,,,,,,
14597,"         901",FGPAINT,341427,S,,13,,,,,,,,,,,,,,,,,,,,,,,,,,
14598,"         901",FGPAINT,328156,S,,16,,,,,,,,,,,,,,,,07/02/2021,,,,,,,,,,
14599,"         901",FGPAINT,312296,S,,32,,,,,,,,,,,,,,,,10/08/2021,,,,,,,,,,
14599,"         901",FGPAINT,352189,S,,54,,,,,,,,,,,,,,,,10/08/2021,,,,,,,,,,
14599,"         901",FGPAINT,358873,S,,54,,,,,,,,,,,,,,,,,,,,,,,,,,
14599,"         901",FGPAINT,358945,S,,54,,,,,,,,,,,,,,,,,,,,,,,,,,
14605,"         901",SERVICE,699163,S,,8,,,,,,,,,,,,,,,,12/06/2022,,,,,,,,,,
200108,"         901",SHIPDOCK,751137I,S,,54,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
200490,"         901",FP032,216359,S,,27,,,,,,,,,,,,,,,,,,,,,,,,,,
200573,"         901",SHIPDOCK,715045I,S,,54,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
200573,"         901",SHIPDOCK,715050IA,S,,54,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
230013,"         901",F0PP05,712287,S,,60,,,,,,,,,,,,,,,,10/15/2022,,,,,,,,,,
230013,"         901",F0PP05,725014,S,,60,,,,,,,,,,,,,,,,11/04/2022,,,,,,,,,,
230013,"         901",FP023,713464,S,,2,,,,,,,,,,,,,,,,11/30/2022,,,,,,,,,,
230013,"         901",FP036,672108E,S,,6,,,,,,,,,,,,,,,,08/31/2022,,,,,,,,,,
230013,"         901",SERVICE,673055,S,,2,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
230014,"         901",FGPAINT,410157,S,,50,,,,,,,,,,,,,,,,08/26/2022,,,,,,,,,,
230014,"         901",PP012,410215,S,,52,,,,,,,,,,,,,,,,11/30/2022,,,,,,,,,,
230015,"         901",F0OO01,713759,S,,60,,,,,,,,,,,,,,,,10/18/2022,,,,,,,,,,
230015,"         901",F0OO01,713799,S,,60,,,,,,,,,,,,,,,,10/18/2022,,,,,,,,,,
230015,"         901",F0RR02,689063,S,,30,,,,,,,,,,,,,,,,10/26/2022,,,,,,,,,,
230015,"         901",F0RR02,714401,S,,60,,,,,,,,,,,,,,,,10/19/2022,,,,,,,,,,
230015,"         901",F0RR02,714432,S,,60,,,,,,,,,,,,,,,,10/19/2022,,,,,,,,,,
230015,"         901",FP022,649009J,S,,2,,,,,,,,,,,,,,,,10/26/2022,,,,,,,,,,
230015,"         901",FP025,713528,S,,2,,,,,,,,,,,,,,,,11/30/2022,,,,,,,,,,
230015,"         901",SERVICE,410047,S,,23,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
230016,"         901",FGPAINT,714554,S,,60,,,,,,,,,,,,,,,,10/19/2022,,,,,,,,,,
230016,"         901",PP010,410097,S,,41,,,,,,,,,,,,,,,,11/30/2022,,,,,,,,,,
230016,"         901",SERVICE,410104,S,,10,,,,,,,,,,,,,,,,08/26/2022,,,,,,,,,,
230163,"         901",SHIPDOCK,760053,S,,3,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
230721,"         901",SERVICE,591494,S,,3,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
230721,"         901",SERVICE,700788,S,,60,,,,,,,,,,,,,,,,09/29/2022,,,,,,,,,,
230722,"         901",FGPAINT,601186,S,,60,,,,,,,,,,,,,,,,10/27/2022,,,,,,,,,,
230722,"         901",PP013,591679,S,,19,,,,,,,,,,,,,,,,06/08/2022,,,,,,,,,,
230734,"         901",F00H06,740174,S,,60,,,,,,,,,,,,,,,,11/30/2022,,,,,,,,,,
230734,"         901",F00H06,740187,S,,60,,,,,,,,,,,,,,,,11/30/2022,,,,,,,,,,
230734,"         901",F00H06,740255,S,,60,,,,,,,,,,,,,,,,11/30/2022,,,,,,,,,,
230734,"         901",F00H06,740277,S,,60,,,,,,,,,,,,,,,,11/30/2022,,,,,,,,,,
230734,"         901",F00H06,740285,S,,60,,,,,,,,,,,,,,,,11/30/2022,,,,,,,,,,
230734,"         901",SERVICE,615548,S,,6,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
230734,"         901",SERVICE,634320,S,,13,,,,,,,,,,,,,,,,11/17/2022,,,,,,,,,,
230734,"         901",SERVICE,740108T,S,,19,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
321068,"         901",FP009,640507,S,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
321068,"         901",SHIPDOCK,701137A,S,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
321069,"         901",PP006,643474C,S,,5,,,,,,,,,,,,,,,,07/20/2022,,,,,,,,,,
321070,"         901",FGPAINT,714610,S,,30,,,,,,,,,,,,,,,,10/19/2022,,,,,,,,,,
321070,"         901",PP007,714628AA,S,,5,,,,,,,,,,,,,,,,11/15/2022,,,,,,,,,,
321070,"         901",SERVICE,714544,S,,18,,,,,,,,,,,,,,,,11/03/2022,,,,,,,,,,
321071,"         901",F00J05,760521,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00J05,760560,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00J05,760566,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00J05,760577,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00J05,760579,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00J05,760584,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00J05,760598,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00J05,760606,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00J05,760615,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00J05,760625,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00J05,760631,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00J05,760638,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00J05,760643,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00J05,760652,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760086,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760105,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760110,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760153,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760164,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760178,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760189,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760202,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760217,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760233,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760252,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760263,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760281,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760294,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760308,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760338,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760361,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760370,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760378,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760395,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760411,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760424,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",F00K04,760429,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",FGOF,757968XX,S,,15,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
321071,"         901",FP006,747626AB,S,,6,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
321071,"         901",SERVICE,732395,S,,9,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
321071,"         901",SHIPDOCK,760005,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",SHIPDOCK,760010,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",SHIPDOCK,760015,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",SHIPDOCK,760020,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",SHIPDOCK,760026,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",SHIPDOCK,760052,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",SHIPDOCK,760059,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",SHIPDOCK,760070,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321071,"         901",SHIPDOCK,760077,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
321072,"         901",F00F02,754981,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
321072,"         901",F00F04,754911,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
321072,"         901",F00F04,754997,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
321072,"         901",FGOF,754918,S,,20,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
321072,"         901",SHIPDOCK,754939,S,,20,,,,,,,,,,,,,,,,12/29/2022,,,,,,,,,,
321073,"         901",SERVICE,706125,S,,2,,,,,,,,,,,,,,,,11/03/2022,,,,,,,,,,
321074,"         901",FGPAINT,699016,S,,20,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
321074,"         901",FGPAINT,699033,S,,30,,,,,,,,,,,,,,,,09/27/2022,,,,,,,,,,
321074,"         901",SERVICE,699070,S,,2,,,,,,,,,,,,,,,,11/03/2022,,,,,,,,,,
322059,"         901",F0JJ02,756381,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
322059,"         901",F0KK02,757589,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
322059,"         901",F0KK02,757606,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
322059,"         901",F0KK02,757638,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
322059,"         901",F0KK02,757664,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
322059,"         901",F0KK05,757693,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
322059,"         901",F0KK05,757697,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
322059,"         901",F0KK05,757793,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
322059,"         901",F0KK05,757832,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
322059,"         901",F0KK05,757859,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
322059,"         901",F0MM06,760651,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322059,"         901",F0MM06,760684,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322059,"         901",F0MM06,760703,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322059,"         901",F0MM06,760734,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322059,"         901",FGOF,745146F,S,,21,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
322059,"         901",PP022,756437,S,,11,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
322059,"         901",SERVICE,7379050,S,,30,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
322059,"         901",SHIPDOCK,724276T1,S,,1,,,,,,,,,,,,,,,,12/06/2022,,,,,,,,,,
322060,"         901",,760247,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322060,"         901",F0II02,757024,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
322060,"         901",F0II02,757041,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
322060,"         901",F0II02,757087,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
322060,"         901",F0II02,757106,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
322060,"         901",F0II02,757925,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
322060,"         901",F0II02,757939,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
322060,"         901",F0II02,757973,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
322060,"         901",F0II02,758000,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
322060,"         901",F0II02,758030,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
322060,"         901",F0II02,758045,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
322060,"         901",F0KK04,758111,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
322060,"         901",F0KK04,758146,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
322060,"         901",F0KK04,758159,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
322060,"         901",F0KK04,758199,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
322060,"         901",F0KK04,758234,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
322060,"         901",F0KK04,758973,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
322060,"         901",F0KK04,759021,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
322060,"         901",F0KK04,760168,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322060,"         901",F0KK04,760190,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322060,"         901",F0KK04,760214,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322060,"         901",F0KK06,760503,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322060,"         901",F0KK06,760592,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322060,"         901",F0LL02,760273,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322060,"         901",F0LL02,760304,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322060,"         901",F0LL02,760344,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322060,"         901",F0LL02,760375,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322060,"         901",F0LL02,760413,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322060,"         901",F0LL02,760454,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322060,"         901",F0LL02,760478,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322060,"         901",F0MM05,760578,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322060,"         901",F0MM05,760618,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322060,"         901",FGOF,750272,S,,29,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
322060,"         901",FP027,757339,S,,52,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
322060,"         901",SERVICE,715342,S,,6,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
322060,"         901",SERVICE,748905,S,,9,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322060,"         901",SHIPDOCK,109TC16,S,,2,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322061,"         901",PP030,720647F,S,,13,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
322061,"         901",SERVICE,700254,S,,28,,,,,,,,,,,,,,,,11/17/2022,,,,,,,,,,
322062,"         901",PP026,727077F,S,,13,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
322062,"         901",SERVICE,700145,S,,49,,,,,,,,,,,,,,,,11/17/2022,,,,,,,,,,
322514,"         901",F0JJ05,738163,S,,60,,,,,,,,,,,,,,,,11/28/2022,,,,,,,,,,
322514,"         901",F0KK01,741668,S,,60,,,,,,,,,,,,,,,,12/02/2022,,,,,,,,,,
322514,"         901",F0KK01,741697,S,,60,,,,,,,,,,,,,,,,12/02/2022,,,,,,,,,,
322514,"         901",FP020,592109I,S,,18,,,,,,,,,,,,,,,,10/26/2022,,,,,,,,,,
322514,"         901",SERVICE,547162,S,,8,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
322515,"         901",F0II03,718910,S,,60,,,,,,,,,,,,,,,,10/26/2022,,,,,,,,,,
322515,"         901",F0II03,719963,S,,60,,,,,,,,,,,,,,,,10/27/2022,,,,,,,,,,
322515,"         901",F0II03,720465,S,,60,,,,,,,,,,,,,,,,10/28/2022,,,,,,,,,,
322515,"         901",F0II03,720585,S,,60,,,,,,,,,,,,,,,,10/28/2022,,,,,,,,,,
322515,"         901",FGOF,718945,S,,60,,,,,,,,,,,,,,,,10/26/2022,,,,,,,,,,
322515,"         901",FGOF,719035,S,,60,,,,,,,,,,,,,,,,10/26/2022,,,,,,,,,,
322515,"         901",FP018,632497W,S,,5,,,,,,,,,,,,,,,,11/17/2022,,,,,,,,,,
322515,"         901",SERVICE,541958,S,,3,,,,,,,,,,,,,,,,11/17/2022,,,,,,,,,,
322703,"         901",F0AA03,726773,S,,60,,,,,,,,,,,,,,,,11/08/2022,,,,,,,,,,
322703,"         901",F0BB02,750884,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
322703,"         901",F0BB02,750896,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
322703,"         901",F0BB02,750910,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
322703,"         901",F0BB02,750918,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
322703,"         901",F0BB02,750944,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
322703,"         901",F0BB02,750956,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
322703,"         901",F0BB02,750966,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
322703,"         901",F0CC02,750560,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
322703,"         901",F0CC02,750592,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
322703,"         901",F0CC02,750611,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
322703,"         901",F0CC02,750643,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
322703,"         901",F0CC02,750663,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
322703,"         901",F0DD05,751247,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
322703,"         901",F0DD05,751275,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
322703,"         901",F0DD05,751322,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
322703,"         901",F0DD05,751361,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
322703,"         901",F0DD05,751378,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
322703,"         901",F0DD05,751417,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
322703,"         901",F0DD05,751436,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
322703,"         901",F0DD05,751482,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
322703,"         901",F0DD05,751509,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
