Short Item No,Business Unit,"Location ",Lot Serial Number,Primary Location,Lot Stat Code,Quantity On Hand,Quantity Backordered,Quantity On P.O.,Quantity On WO/RC,Quantity On other 1,Quantity On Other 2,Quantity on Other PO,Quantity Hard Committed,Qty Soft Committed,Quantity On Future,WO Soft Commit,Qty Hard Committed WO,Quantity In Transit,Quantity In Inspection,Quantity In Operation 1,Quantity In Operation 2,Last Rcpt Date,Secondary Quantity Hard Committed,Secondary Quantity Soft Committed,Secondary Quantity On Hand,Secondary Quantity On WO/RC,Secondary Quantity On Purchase Order,Secondary WO Hard Committed,Secondary WO Soft Commit,Quantity on Project Hard Commit,Quantity on Project Hard Commit,Unique Configuration ID
326052,"         901",FGPARTIALS,751353N,S,,12,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
326052,"         901",QCTEST,604121,S,,44,,,,,,,,,,,,,,,,,,,,,,,,,,
326052,"         901",QCTEST,604178,S,,60,,,,,,,,,,,,,,,,,,,,,,,,,,
326052,"         901",QCTEST,604215,S,,60,,,,,,,,,,,,,,,,,,,,,,,,,,
326052,"         901",SERVICE,691663,S,,15,,,,,,,,,,,,,,,,09/15/2022,,,,,,,,,,
326052,"         901",SERVICE,703828,S,,52,,,,,,,,,,,,,,,,10/13/2022,,,,,,,,,,
326052,"         901",SHIPDOCK,757241AD,S,,35,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326052,"         901",TM08,750544,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
326053,"         901",F0PP04,758621,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0UU04,754125,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
326053,"         901",F0UU04,754179,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
326053,"         901",F0UU04,754250,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
326053,"         901",F0UU04,754336,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
326053,"         901",F0UU04,754402,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
326053,"         901",F0UU04,754481,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
326053,"         901",F0UU04,754489,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
326053,"         901",F0UU04,754542,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
326053,"         901",F0UU04,754552,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
326053,"         901",F0UU04,754560,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
326053,"         901",F0UU04,754572,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
326053,"         901",F0UU04,758571,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0UU05,758584,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0UU05,758745,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0UU05,758797,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0UU05,758822,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0VV02,758854,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0VV02,758899,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0VV02,758972,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0VV02,759025,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0VV02,759105,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0VV02,759191,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0VV02,759197,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0VV02,759226,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0VV02,759239,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0VV02,759248,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0VV02,759274,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0VV04,754631,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
326053,"         901",F0VV04,758307,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326053,"         901",F0VV04,758337,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326053,"         901",F0VV04,758356,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326053,"         901",F0VV04,758375,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326053,"         901",F0VV04,758406,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326053,"         901",F0VV04,758430,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326053,"         901",F0VV04,758457,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326053,"         901",F0VV04,758497,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326053,"         901",F0VV04,758556,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0VV05,758602,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0VV05,758670,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0VV05,758683,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0VV05,758708,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0VV05,759943,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0VV05,759956,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0VV05,760007,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0VV05,760021,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0VV05,760045,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0VV05,760066,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0VV06,753944,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
326053,"         901",F0VV06,753958,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
326053,"         901",F0VV06,753981,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
326053,"         901",F0VV06,753995,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
326053,"         901",F0VV06,754029,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
326053,"         901",F0VV06,754066,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
326053,"         901",F0VV06,757956,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326053,"         901",F0WW01,753834,S,,60,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
326053,"         901",F0WW01,757502,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
326053,"         901",F0WW01,757520,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
326053,"         901",F0WW01,757546,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
326053,"         901",F0WW01,757562,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
326053,"         901",F0WW01,757575,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
326053,"         901",F0WW01,757595,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
326053,"         901",F0WW01,757605,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
326053,"         901",F0WW01,757641,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
326053,"         901",F0WW01,757666,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
326053,"         901",F0WW01,757926,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326053,"         901",F0WW02,760084,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0WW02,760107,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0WW02,760134,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0WW02,760181,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0WW02,760210,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0WW02,760265,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0WW02,760306,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0WW02,760363,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0WW02,760425,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0WW02,760467,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0WW02,760492,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0WW05,758148,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326053,"         901",F0WW05,758186,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326053,"         901",F0WW05,758240,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326053,"         901",F0WW05,758297,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326053,"         901",F0WW05,760572,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0WW05,760595,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0WW05,760613,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0WW05,760630,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0WW05,760642,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0WW05,760677,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0WW05,760690,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0XX05,754749,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
326053,"         901",F0XX05,754760,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
326053,"         901",F0XX05,754775,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
326053,"         901",F0XX05,754786,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
326053,"         901",F0XX05,754806,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
326053,"         901",F0XX05,754830,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
326053,"         901",F0XX05,754853,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
326053,"         901",F0XX05,759288,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0XX05,759308,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0XX05,759329,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0XX05,759358,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326053,"         901",F0XX06,760700,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0XX06,760718,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",F0XX06,760789,S,,60,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
326053,"         901",F0XX06,760798,S,,60,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
326053,"         901",F0XX06,760807,S,,60,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
326053,"         901",FGOF,749818,S,,11,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326053,"         901",FGPARTIALS,702627,S,,12,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
326053,"         901",QCTEST,604355,S,,43,,,,,,,,,,,,,,,,07/27/2022,,,,,,,,,,
326053,"         901",SERVICE,682205,S,,45,,,,,,,,,,,,,,,,10/13/2022,,,,,,,,,,
326053,"         901",SHIPDOCK,731893,S,,40,,,,,,,,,,,,,,,,,,,,,,,,,,
326053,"         901",SHIPDOCK,760388,S,,35,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326053,"         901",TM09,758656,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326054,"         901",F0VV01,719266,S,,35,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326054,"         901",F0VV01,738264,S,,60,,,,,,,,,,,,,,,,11/28/2022,,,,,,,,,,
326054,"         901",F0VV01,738353,S,,60,,,,,,,,,,,,,,,,11/28/2022,,,,,,,,,,
326054,"         901",F0VV01,738371,S,,60,,,,,,,,,,,,,,,,11/28/2022,,,,,,,,,,
326054,"         901",F0WW04,719306,S,,60,,,,,,,,,,,,,,,,10/26/2022,,,,,,,,,,
326054,"         901",F0WW04,719330,S,,60,,,,,,,,,,,,,,,,10/26/2022,,,,,,,,,,
326054,"         901",F0WW04,738001,S,,60,,,,,,,,,,,,,,,,11/28/2022,,,,,,,,,,
326054,"         901",F0WW04,738090,S,,60,,,,,,,,,,,,,,,,11/28/2022,,,,,,,,,,
326054,"         901",F0WW04,738225,S,,60,,,,,,,,,,,,,,,,11/28/2022,,,,,,,,,,
326054,"         901",PP002,719617,S,,37,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
326054,"         901",PP008,738719,S,,1,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
326054,"         901",SERVICE,711480,S,,52,,,,,,,,,,,,,,,,11/08/2022,,,,,,,,,,
326054,"         901",SHIPDOCK,719266AD,S,,25,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326060,"         901",F0QQ05,722741,S,,60,,,,,,,,,,,,,,,,11/01/2022,,,,,,,,,,
326060,"         901",F0RR06,722708,S,,60,,,,,,,,,,,,,,,,11/01/2022,,,,,,,,,,
326060,"         901",PP039,722835,S,,9,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326060,"         901",SHIPDOCK,722835AD,S,,25,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327097,"         901",F0NN04,747595,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327097,"         901",F0NN04,747605,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327097,"         901",F0NN04,747615,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327097,"         901",F0NN04,747624,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327097,"         901",F0NN04,747637,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327097,"         901",F0NN04,747673,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327097,"         901",F0NN04,747682,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327097,"         901",F0NN04,747704,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327097,"         901",F0OO03,747262,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327097,"         901",F0OO03,747334,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327097,"         901",F0OO03,747473,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327097,"         901",F0OO03,747504,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327097,"         901",F0OO03,747535,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327097,"         901",F0PP01,751724,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
327097,"         901",F0PP01,751755,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
327097,"         901",F0PP01,751777,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
327097,"         901",F0PP06,735172,S,,60,,,,,,,,,,,,,,,,11/21/2022,,,,,,,,,,
327097,"         901",F0PP06,735249,S,,60,,,,,,,,,,,,,,,,11/21/2022,,,,,,,,,,
327097,"         901",FGPARTIALS,747255,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327097,"         901",SERVICE,706018,S,,55,,,,,,,,,,,,,,,,10/28/2022,,,,,,,,,,
327097,"         901",SERVICE,706065,S,,58,,,,,,,,,,,,,,,,11/08/2022,,,,,,,,,,
327098,"         901",F0OO05,745478,S,,60,,,,,,,,,,,,,,,,12/07/2022,,,,,,,,,,
327098,"         901",F0OO05,745494,S,,60,,,,,,,,,,,,,,,,12/07/2022,,,,,,,,,,
327098,"         901",F0OO05,745527,S,,60,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
327098,"         901",F0OO05,745541,S,,60,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
327098,"         901",F0OO05,745562,S,,60,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
327098,"         901",F0OO05,745579,S,,60,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
327098,"         901",F0OO05,745621,S,,60,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
327098,"         901",F0OO05,747945,S,,60,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
327098,"         901",F0OO05,747993,S,,60,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
327098,"         901",F0OO05,748018,S,,60,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
327098,"         901",F0OO05,748072,S,,60,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
327098,"         901",F0PP02,757329,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327098,"         901",F0PP02,757385,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327098,"         901",F0PP02,757441,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327098,"         901",F0PP02,757509,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327098,"         901",F0PP02,757517,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327098,"         901",F0PP02,757545,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327098,"         901",F0PP02,757564,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327098,"         901",F0RR05,748114,S,,60,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
327098,"         901",F0RR05,748150,S,,60,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
327098,"         901",FP037,737977,S,,8,,,,,,,,,,,,,,,,11/28/2022,,,,,,,,,,
327098,"         901",SERVICE,708711,S,,43,,,,,,,,,,,,,,,,,,,,,,,,,,
327099,"         901",F0VV01,760856,S,,60,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
327099,"         901",F0VV01,760918,S,,60,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
327099,"         901",F0XX01,755325,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
327099,"         901",F0XX01,755354,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
327099,"         901",F0XX01,756184,S,,60,,,,,,,,,,,,,,,,01/02/2023,,,,,,,,,,
327099,"         901",F0XX01,756186,S,,60,,,,,,,,,,,,,,,,01/02/2023,,,,,,,,,,
327099,"         901",F0XX01,756189,S,,60,,,,,,,,,,,,,,,,01/02/2023,,,,,,,,,,
327099,"         901",F0XX01,756193,S,,60,,,,,,,,,,,,,,,,01/02/2023,,,,,,,,,,
327099,"         901",F0XX01,756196,S,,60,,,,,,,,,,,,,,,,01/02/2023,,,,,,,,,,
327099,"         901",F0XX01,756200,S,,60,,,,,,,,,,,,,,,,01/02/2023,,,,,,,,,,
327099,"         901",F0XX01,756210,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327099,"         901",F0XX01,756222,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327099,"         901",F0XX01,756230,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327099,"         901",F0XX04,750958,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
327099,"         901",F0XX04,750972,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
327099,"         901",F0XX04,750997,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
327099,"         901",F0XX04,751023,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
327099,"         901",F0XX04,755270,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
327099,"         901",F0XX04,755282,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
327099,"         901",F0XX04,756295,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327099,"         901",F0YY01,760876,S,,60,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
327099,"         901",FGOF,710496,S,,60,,,,,,,,,,,,,,,,10/13/2022,,,,,,,,,,
327099,"         901",FGOF,710526,S,,60,,,,,,,,,,,,,,,,10/13/2022,,,,,,,,,,
327099,"         901",SERVICE,1216TC2,S,,1,,,,,,,,,,,,,,,,11/17/2022,,,,,,,,,,
327099,"         901",SERVICE,669949,S,,43,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
327101,"         901",F0OO04,754748,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
327101,"         901",F0PP04,758650,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0PP04,758662,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0PP04,758672,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0PP04,758696,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0PP04,758711,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0QQ04,758727,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0QQ04,758768,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0QQ04,758796,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0QQ04,758825,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0QQ04,759312,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0QQ04,759356,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0QQ06,754579,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327101,"         901",F0QQ06,754607,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327101,"         901",F0QQ06,754615,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327101,"         901",F0QQ06,754623,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327101,"         901",F0QQ06,754650,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327101,"         901",F0RR01,757928,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327101,"         901",F0RR01,757945,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327101,"         901",F0RR01,757987,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327101,"         901",F0RR01,758025,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327101,"         901",F0RR01,758051,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327101,"         901",F0RR01,758129,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327101,"         901",F0RR01,758155,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327101,"         901",F0RR01,758202,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327101,"         901",F0RR01,759194,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0RR01,759236,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0RR01,759253,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0RR03,726341,S,,60,,,,,,,,,,,,,,,,11/07/2022,,,,,,,,,,
327101,"         901",F0RR03,759291,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0RR03,760612,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327101,"         901",F0RR03,760632,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327101,"         901",F0RR03,760654,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327101,"         901",F0RR03,760685,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327101,"         901",F0RR03,760693,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327101,"         901",F0RR03,760719,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327101,"         901",F0RR04,747511,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327101,"         901",F0RR04,747541,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327101,"         901",F0RR04,747703,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327101,"         901",F0RR04,747713,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327101,"         901",F0RR04,748120,S,,60,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
327101,"         901",F0SS01,758850,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0SS01,758874,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0SS01,758932,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0SS01,758988,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0SS01,759014,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0SS01,759038,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0SS01,759075,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0SS01,760476,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327101,"         901",F0SS01,760511,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327101,"         901",F0SS01,760574,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327101,"         901",F0SS01,760587,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327101,"         901",F0SS03,758242,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
